2,4-ດີອີເອສ	2,4-滴乙基硫酸钠
ລົດບັດ	公共汽车
ລົດບັດ	公汽
ລົດບັດ	公车
ລົດບັດ	巴士
ລົດບັນທຸກ	卡车
ລົດບັນທຸກ	货车
ລົດບັນທຸກ	载货汽车
ລົດບັນທຸກຂະຫນາດໃຫຍ່	卡车
ລົດບັນທຸກຂະຫນາດໃຫຍ່	载重汽车
ລົດພະຍາບານ	救护车
ລົດພະຍາບານ	救生车
ລົດພະລັງງານໄຟຟ້າ	电动汽车
ລົດມ້າ	铁道马车
ລົດລາງ	市内有轨电车
ລົດລາງ	有轨电车
ລົດລາງ	电车
ລົດລາງ	电车轨道
ລົດລາງ	矿车
ລົດລາງ	缆车
ລົດລາງ	路面电车
ລົດສາມລໍ້	三轮车
ລົດສາມລໍ້	嘟嘟车
ລົດສຸກເສີນ	救护车
ລົດສຸກເສີນ	救生车
ລົດອັກຄີໄຟ	消防车
ລົດຮັບຈ້າງ	出租汽车
ລົດຮັບຈ້າງ	出租车
ລົດຮັບຈ້າງ	德士
ລົດຮັບຈ້າງ	的士
ລົດຮັບຈ້າງ	计程车
ລົດຮັບສົ່ງເດີ່ນຍົນ	利木津巴士
ລົດເມ	公交
ລົດເມ	公交车
ລົດເມ	公共汽车
ລົດເມ	公汽
ລົດເມ	公车
ລົດເມ	巴士
ລົດແກ່	拖拉机
ລົດແກ່	铁牛
ລົດໂອໂຕ	汽车
ລົດໂອໂຕ	自动车
ລົດໂອໂຕ	车
ລົດໂຮງໝໍ	救护车
ລົດໂຮງໝໍ	救生车
ລົດໃຫຍ່	机动车
ລົດໃຫຍ່	汽车
ລົດໃຫຍ່	自动车
ລົດໃຫຍ່	车
ລົດໄຖ	拖拉机
ລົດໄຖ	铁牛
ລົດໄຖຊະນິດຂັບເຄື່ອນສີ່ລໍ້	四轮驱动拖拉机
ລົດໄຖຍ່າງນໍາ	手扶拖拉机
ລົດໄຖຕີນຂີ້ເຂັບ	铺轨牵引车
ລົດໄຖປ່າໄມ້	林业拖拉机
ລົດໄຟ	列车
ລົດໄຟ	火车
ລົດໄຟ	铁路列车
ລົບລ້າງ	为了废止
ລົບລ້າງ	取消
ລົບລ້າງ	废止
ລົບລ້າງ	废除
ລົມ	风
ລົມ	飌
ລົມກັນຜ່ານທາງອິນເຕີເນັດ	聊天
ລົມກັນຜ່ານທາງອິນເຕີເນັດ	谈天
ລົມຫາຍໃຈ	呼吸
ລົມຫາຍໃຈ	呼吸代谢
ລົມຫາຍໃຈ	呼吸作用
ລົມຫາຍໃຈ	呼吸量
ລົມຫາຍໃຈ	肺换气
ລຽງຄິວ	伫列
ລຽງຄິວ	队列
ລຽງຕາມລໍາດັບ	排序次序
ລຽງຕາມລໍາດັບ	排序顺序
ລຽງລໍາດັບ	排序
ລຽດຕອງສະແຕນ	列支敦士登
ລຽດຕອງສະແຕນ	列支敦斯登
ລ່າມ	口译员
ລ່າມ	口译者
ລ່າມ	翻译
ລ່າມ	翻译员
ລ່າມ	翻译者
ລ່າມ	译员
ລ່າມ	通事
ລ່າມ	通译
ລ້ອງແມ່ນ້ໍາ	分水岭
ລ້ອງແມ່ນ້ໍາ	地下水底
ລ້ອງແມ່ນ້ໍາ	汇水面积
ລ້ອງແມ່ນ້ໍາ	河底
ລ້ອງແມ່ນ້ໍາ	积水盆地
ລ້າງ	兑现
ລ້າງ	冲洗
ລ້າງ	洗
ລ້າງ	洗涤
ລ້າງ	清晰
ລ້າງ	清楚
ລ້າງ	清除
ລ້າງລົດ	洗车场
ລ້ານ	百万
ລ໋ອກຄອກສັດ	动物圈舍
ລ໋ອກຄອກສັດ	小型圈舍
ລ໋ອກຄອກສັດ	开放圈舍
ລ໋ອກຄອກສັດ	散养圈舍
ລ໋ອກຄອກສັດ	畜圈
ລ໋ອກຄອກສັດ	畜禽圈舍
ລ໋ອກຄອກສັດ	畜禽舍
ລ໋ອກຄອກສັດ	饲养舍
ລ໋ອກໄວ້	已锁定
ລ໋ອກໄວ້	锁定
ລໍ	候
ລໍ	待
ລໍ	等
ລໍ	等候
ລໍ	等待
ລໍຖ້າ	候
ລໍຖ້າ	待
ລໍຖ້າ	等
ລໍຖ້າ	等候
ລໍຖ້າ	等待
ລໍຖ້າຄໍາສັ່ງ	提示
ລໍຖ້າຄໍາສັ່ງ	语音提示
ລໍຖ້າເອີ້ນຫາການເຊື່ອມຕໍ່	呼叫等待
ລໍຖ້າເອີ້ນຫາການເຊື່ອມຕໍ່	插拨
ລໍຮິນນີ	驴骡
ລໍາ	秆
ລໍາ	茎
ລໍາ	茎秆
ລໍາດັບຂອງນິວຄລີອິກ	基因序列
ລໍາດັບຂອງນິວຄລີອິກ	复制起点
ລໍາດັບຂອງນິວຄລີອິກ	密码子
ລໍາດັບຂອງນິວຄລີອິກ	开放读框
ລໍາດັບຂອງນິວຄລີອິກ	核甘酸序列
ລໍາດັບຂອງນິວຄລີອິກ	核酸序列
ລໍາດັບຂອງນິວຄລີອິກ	框
ລໍາດັບຂອງຢີນ	基因序列
ລໍາດັບຂອງຢີນ	复制起点
ລໍາດັບຂອງຢີນ	密码子
ລໍາດັບຂອງຢີນ	开放读框
ລໍາດັບຂອງຢີນ	核甘酸序列
ລໍາດັບຂອງຢີນ	核酸序列
ລໍາດັບຂອງຢີນ	框
ລໍາເລືອ	匍匐枝
ລໍາເຫງົ້າ	根状茎
ລໍາໃສ້ຕັນອາຫານບໍ່ສາມາດຜ່ານໄດ້	便秘
ລໍາໃສ້ຕັນອາຫານບໍ່ສາມາດຜ່ານໄດ້	消化不良
ລໍາໃສ້ຕັນອາຫານບໍ່ສາມາດຜ່ານໄດ້	消化障碍
ລໍາໃສ້ຕັນອາຫານບໍ່ສາມາດຜ່ານໄດ້	瘤胃迟缓
ລໍາໃສ້ຕັນອາຫານບໍ່ສາມາດຜ່ານໄດ້	肠梗阻
ລໍາໃສ້ຕັນອາຫານບໍ່ສາມາດຜ່ານໄດ້	胃酸过多
ລໍາໃສ້ຕັນອາຫານບໍ່ສາມາດຜ່ານໄດ້	食欲不良
ລໍາໃສ້ໃຫຍ່	十二指肠
ລໍາໃສ້ໃຫຍ່	回肠
ລໍາໃສ້ໃຫຍ່	大肠
ລໍາໃສ້ໃຫຍ່	小肠
ລໍາໃສ້ໃຫຍ່	盲肠
ລໍາໃສ້ໃຫຍ່	直肠
ລໍາໃສ້ໃຫຍ່	空肠
ລໍາໃສ້ໃຫຍ່	结肠
ລໍາໃສ້ໃຫຍ່	肠
ລໍາໄມ້	干材
ລໍາໄສ້	肠
ລໍາໄສ້	肠子
ລໍາໄສ້	肠管
ລໍ້	手推车
ລໍ້	独轮车
ລໍ້ຊຸກ	手推车
ລໍ້ຊຸກ	独轮车
ລໍ້ຍູ້ເຫຼັກ	独轮车
ລໍ້ຕີນຂີ້ເຂັບ	履带
ວອດກ້າ	伏特加
ວອດກ້າ	伏特加酒
ວອດກ້າ	白酒
ວະຈີວິພາກ	词性
ວະຈີວິພາກ	词类
ວະສັນ	春
ວະສັນ	春天
ວະສັນ	春季
ວະສັນຕະ	春
ວະສັນຕະ	春天
ວະສັນຕະ	春季
ວະສັນຕະຣະດູ	春
ວະສັນຕະຣະດູ	春天
ວະສັນຕະຣະດູ	春季
ວັກຊິນສັງເຄາະ	合成苗
ວັດ	佛寺
ວັດ	寺
ວັດ	寺庙
ວັດ	寺院
ວັດ	瓦特
ວັດຈະນານຸກົມ	字典
ວັດຈະນານຸກົມ	词典
ວັດຈະນານຸກົມ	辞典
ວັດຊະພືດ	杂草
ວັດຊະພືດນ້ໍາ	水生野草
ວັດຊະພືດເກີດເອງຕາມທໍາມະຊາດ	自生植物
ວັດຊິພືດລະດູດຽວ	一年生杂草
ວັດຕະຈັກຂອງນ້ໍາ	水循环
ວັດຖຸຄັດຕິດ	内嵌物件
ວັດຖຸຄັດຕິດ	嵌入对象
ວັດຖຸດິບ	原材料
ວັດຖຸດິບທີ່ໃຊ້ເປັນອາຫານສັດ	动物食物
ວັດຖຸດິບທີ່ໃຊ້ເປັນອາຫານສັດ	动物饲料
ວັດຖຸດິບທີ່ໃຊ້ເປັນອາຫານສັດ	家畜饲料
ວັດຖຸດິບທີ່ໃຊ້ເປັນອາຫານສັດ	液体饲料
ວັດຖຸດິບທີ່ໃຊ້ເປັນອາຫານສັດ	脱水饲料
ວັດຖຸດິບທີ່ໃຊ້ເປັນອາຫານສັດ	饲喂料
ວັດຖຸດິບທີ່ໃຊ້ເປັນອາຫານສັດ	饲料
ວັດຖຸດິບທີ່ໃຊ້ເປັນອາຫານສັດ	饲粮
ວັດຖຸດິບອາຫານສັດ	动物食物
ວັດຖຸດິບອາຫານສັດ	动物饲料
ວັດຖຸດິບອາຫານສັດ	家畜饲料
ວັດຖຸດິບອາຫານສັດ	液体饲料
ວັດຖຸດິບອາຫານສັດ	脱水饲料
ວັດຖຸດິບອາຫານສັດ	饲喂料
ວັດຖຸດິບອາຫານສັດ	饲料
ວັດຖຸດິບອາຫານສັດ	饲粮
ວັດຖຸດິບໃຊ້ເປັນອາຫານສັດ	动物食物
ວັດຖຸດິບໃຊ້ເປັນອາຫານສັດ	动物饲料
ວັດຖຸດິບໃຊ້ເປັນອາຫານສັດ	家畜饲料
ວັດຖຸດິບໃຊ້ເປັນອາຫານສັດ	液体饲料
ວັດຖຸດິບໃຊ້ເປັນອາຫານສັດ	脱水饲料
ວັດຖຸດິບໃຊ້ເປັນອາຫານສັດ	饲喂料
ວັດຖຸດິບໃຊ້ເປັນອາຫານສັດ	饲料
ວັດຖຸດິບໃຊ້ເປັນອາຫານສັດ	饲粮
ວັດຖຸຕົ້ນກໍາເນີດດີນ	土壤母质
ວັດຖຸທີ່ໃຊ້ເປັນສະນວນ	绝缘
ວັດຖຸບໍ່ຕິດພັນ	未结合物件
ວັດຖຸບໍ່ຕິດພັນ	未绑定对象
ວັດຖຸປະສົງທີ່ໃຊ້ການ	主动物件
ວັດຖຸປະສົງທີ່ໃຊ້ການ	使用中的物件
ວັດຖຸປະສົງທີ່ໃຊ້ການ	活动对象
ວັດຖຸປັບປຸງດິນ	土壤改良剂
ວັດຖຸພູໄຟ	火山灰物质
ວັດຖຸວິທະຍາ	物理学
ວັດຖຸອົງຄະທາດ	有机质
ວັດຖຸອົງຄະທາດໃນດິນ	土壤有机质
ວັດຖຸຮອງພື້ນຄອກ	垫窝草
ວັດທະນະທຳ	文化
ວັດທະນະທໍາ	文化
ວັດທະນາຖາວອນ	生活条件
ວັດທະນາຖາວອນ	生活标准
ວັດທະນາຖາວອນ	生活费
ວັດທະນາຖາວອນ	繁荣
ວັດສະດຸກໍ່ສ້າງ	建筑材料
ວັດສະດຸກໍ່ສ້າງອາຄານ	建筑材料
ວັດສະດຸກໍ່ສ້າງອາຄານ	筑房材料
ວັດສະດຸກໍ່ສ້າງອາຄານ	金属片
ວັດສະດຸທີ່ບໍ່ສາມາດເປັນສະບູ	不皂化物
ວັດສະດຸປົກຄຸມດິນ	覆盖物
ວັດສະດຸຫຸ້ມຫໍ່ກິນໄດ້	可食包衣
ວັດສະດຸຫຸ້ມຫໍ່ກິນໄດ້	可食性包装材料
ວັດສະດຸຫຸ້ມຫໍ່ກິນໄດ້	可食性膜
ວັດສະດຸຫຸ້ມຫໍ່ກິນໄດ້	生物可降解膜
ວັດສະດຸເຄືອບ	特氟纶
ວັດສະດຸເຄືອບ	硅树脂
ວັດສະດຸເຄືອບ	膜料
ວັດສະດຸເຄືອບ	防护涂层
ວັດສະດຸເຄືອບ	防腐
ວັດສະດຸເປັນປູນ	石灰物质
ວັດສະດຸແປກປອມ	外来物质
ວັດສະດຸແປກປອມ	异物
ວັດສະດຸແປກປອມ	物理污染
ວັດສະດຸແຫ້ງປົກຄຸມດິນ	干燥覆盖物
ວັດສະດຸໃນການຂະຫຍາຍພັນພືດ	繁殖材料
ວັດສາ	梅雨
ວັດສາ	雨季
ວັນ	一天
ວັນ	天
ວັນ	日
ວັນຄົບຮອບປີເກີດ	周年
ວັນຄົບຮອບປີເກີດ	纪念日
ວັນຈັນ	周一
ວັນຈັນ	星期一
ວັນຈັນ	礼拜一
ວັນທີປະຕິບັດ	处理期
ວັນທີເກັບກ່ຽວ	收获期
ວັນທີ່	年月日
ວັນທີ່	日子
ວັນທີ່	日期
ວັນທີ່ຈະສໍາເລັດ	到期日
ວັນທີ່ຈະສໍາເລັດ	截止日期
ວັນນະຄະດີ	文学
ວັນນະຍຸດ	声调符号
ວັນນະຍຸດ	声调语言
ວັນນະວັດວິທະຍາ	造林学
ວັນນະໂລກ	结核病
ວັນພະຫັດ	周四
ວັນພະຫັດ	星期四
ວັນພະຫັດ	礼拜四
ວັນພຸດ	周三
ວັນພຸດ	星期三
ວັນພຸດ	礼拜三
ວັນສຸກ	周五
ວັນສຸກ	星期五
ວັນສຸກ	礼拜五
ວັນຫມົດກໍານົດ	到期日
ວັນຫມົດກໍານົດ	到期日期
ວັນອັງຄານ	周二
ວັນອັງຄານ	星期二
ວັນອັງຄານ	礼拜二
ວັນອາທິດ	周日
ວັນອາທິດ	星期天
ວັນອາທິດ	星期日
ວັນອາທິດ	礼拜天
ວັນອາທິດ	礼拜日
ວັນເສົາ	周六
ວັນເສົາ	星期六
ວັນເສົາ	礼拜六
ວັນໝົດກໍານົດ	到期日
ວັນໝົດກໍານົດ	到期日期
ວາກກັດ	瓦加斯
ວາກົງ	车厢
ວາງ	放
ວາງ	放置
ວາງ	置
ວາງໃສ່	粘贴
ວາງໃສ່	贴上
ວາຊາບິ	哇沙比
ວາຊາບິ	山葵
ວາຕິກັນ	教廷
ວາຕິກັນ	梵帝冈
ວາຕິກັນ	梵蒂冈
ວາຕິກັນ	梵蒂冈城
ວາຕິກັນ	梵蒂岗
ວາຕິກັນ	梵谛冈
ວາຕິກັນ	罗马教廷
ວານ	鲸鱼
ວານິລລິນ	香草醛
ວານູອາຕູ	瓦努阿图
ວາມົນ	侏儒
ວາມົນ	矮人
ວາມົນ	矮子
ວາລະສານ	新闻业
ວາລະສານ	日志
ວາລະສານ	日记
ວາລະສານ	杂志
ວາລະສານບັນທຶກ	日志项目
ວາລະສານບັນທຶກ	日记帐分录
ວາລະສານບັນທຶກ	日记条目
ວາລະສານສາດ	新闻学
ວາລະສານສາດ	新闻工作
ວາລະສານສາດ	新闻业
ວາລະສານສາດ	新闻界
ວາລີນ	缬氨酸
ວິກຕໍຣີ	维多利亚
ວິກິດການກະສິກໍາ	农业危机
ວິກູນາ	小羊驼
ວິຊານ້ໍາມັນວິທະຍາ	岩石学
ວິຊາມະຫາສະມຸດສາດ	海洋学
ວິຊາມະຫາສະມຸດສາດ	海洋资源研究
ວິຊາວັດຖຸບັນຍາກາດ	农业气象学
ວິຊາວັດຖຸບັນຍາກາດ	大气化学
ວິຊາວັດຖຸບັນຍາກາດ	大气物理学
ວິຊາວັດຖຸບັນຍາກາດ	森林气象学
ວິຊາວັດຖຸບັນຍາກາດ	气象学
ວິຊາວັດຖຸບັນຍາກາດ	生物气象学
ວິຊາວ່າດ້ວຍການຈັດຊັ້ນຫີນ	地层学
ວິຊາອິເລັກໂຕຣນິກ	电子学
ວິຊາເຄມີບັນຍາກາດ	农业气象学
ວິຊາເຄມີບັນຍາກາດ	大气化学
ວິຊາເຄມີບັນຍາກາດ	大气物理学
ວິຊາເຄມີບັນຍາກາດ	森林气象学
ວິຊາເຄມີບັນຍາກາດ	气象学
ວິຊາເຄມີບັນຍາກາດ	生物气象学
ວິຊາແພດ	医学
ວິຊາແພດ	方剂学
ວິດສະວະກອນ	工程师
ວິດສະວະກອນ	技师
ວິດີໂອນໍາເຂົ້າ	汇入视讯
ວິດີໂອນໍາເຂົ້າ	导入视频
ວິດີໂອແບບດີຈິຕອນ	数字视频
ວິດີໂອແບບດີຈິຕອນ	数位视讯
ວິຕາມິນ	维生素
ວິຕາມິນດີ	维生素d
ວິຕາມິນບີ	维生素b
ວິຕາມິນເຄ	维生素k
ວິຖີທາງການຫາຍໃຈດ້ວຍແສງ	光呼吸途径
ວິຖີທາງເລືອກການຫາຍໃຈ	交替呼吸途径
ວິທະຍາການເຮັດເຫຼາແວງ	葡萄酒酿造学
ວິທະຍາການເຮັດເຫຼາແວງ	葡萄酿酒学
ວິທະຍາສາດ	科学
ວິທະຍາສາດການຈັດການ	事业管理
ວິທະຍາສາດການຈັດການ	商业管理
ວິທະຍາສາດການຈັດການ	技术管理
ວິທະຍາສາດການຈັດການ	管理
ວິທະຍາສາດການຈັດການ	管理科学
ວິທະຍາສາດການອາຫານ	食品科学
ວິທະຍາສາດກ່ຽວກັບຕົ້ນຫຍ້າ	草本学
ວິທະຍາສາດກ່ຽວກັບບັນຍາກາດ	大气科学
